Date,User,Tweet
2023-02-13 23:06:30+00:00,JoeToplyn,Ford is building a $3.5 billion factory in Michigan to produce batteries for its electric vehicles. They're also building a $3.5 billion factory in California to supply batteries for the devices in Gwyneth Paltrow's nightstand.
2023-02-13 00:18:38+00:00,JoeToplyn,Holy cow! #SuperBowl turning point: A Kansas City 42-yard field goal attempt was just blocked by a Chinese spy balloon!
2023-02-11 22:27:33+00:00,JoeToplyn,"To help astronauts survive on long missions, researchers are studying hibernating Arctic ground squirrels. They're also developing a new type of space food for the astronauts: dehydrated acorns."
2023-02-10 22:38:28+00:00,JoeToplyn,"This Sunday in Arizona is Super Bowl 2023. But sadly, today the preparations were marred by controversy. On its way to the stadium, the Goodyear Blimp was mugged by a Chinese spy balloon."
2023-02-09 22:28:50+00:00,JoeToplyn,"Netflix confirmed that it'll start charging users who share their account with people outside their home. Apparently the last straw was when Netflix traced sixty million unauthorized streamers of ""Fuller House"" to that Chinese spy balloon."
2023-02-08 21:32:43+00:00,JoeToplyn,"There was an awkward moment last night at President Biden's State of the Union speech when Jill Biden kissed Kamala Harris's husband on the mouth. The good news is, Jill Biden said her tongue search didn't turn up any more classified documents."
2023-02-07 22:26:30+00:00,JoeToplyn,Chinese officials are still saying it was a weather balloon that was shot down and they want it back. The situation is getting tense. Now China is threatening to not tell people going outdoors in the U.S. when to take an umbrella.
2023-02-06 16:13:30+00:00,JoeToplyn,"Last night Taylor Swift won a Grammy for Best Music Video, and people are still talking around the security lapse. During her acceptance speech, out of nowhere, the stage was crashed by a Chinese spy balloon."
2023-02-04 22:44:48+00:00,JoeToplyn,American officials said that the Chinese spy balloon wasn't able to collect much meaningful intelligence data. They said that to get really important classified secrets it would have had to float into President Biden's garage.
2023-02-03 22:54:22+00:00,JoeToplyn,"A Chinese spy balloon is flying over the continental United States. Chinese officials insist it's not a spy balloon, and ask the U.S. to wish them luck with their audition for the Macy's Thanksgiving Day Parade."
2023-02-02 22:27:11+00:00,JoeToplyn,"It's Groundhog Day, and in Pennsylvania this morning Punxsutawney Phil came out of his burrow and saw his shadow. You know what that means…six more weeks of trying to remember what it means when he sees his shadow."
2023-02-01 19:23:06+00:00,JoeToplyn,"Today Australian authorities said that a radioactive capsule that fell off the back of a truck has been found. To make sure no other radioactive objects get lost, they also unveiled their new radioactive boomerang."
2023-01-31 22:12:45+00:00,JoeToplyn,"Krispy Kreme just introduced heart-shaped doughnuts filled with cream and made with real Hershey's chocolate. They're perfect for Valentine's Day. Not only are they delicious, but it'll be easier for Cupid's arrow to hit you if you put on forty pounds."
2023-01-30 22:57:21+00:00,JoeToplyn,"Authorities are searching for a highly radioactive capsule that fell off a truck in Australia. To locate the capsule, the authorities are looking for elevated radiation levels, unusual gamma rays, or a fifty-foot-tall kangaroo."
2023-01-28 22:25:56+00:00,JoeToplyn,Recently a company in Japan introduced vending machines that sell whale meat. And most Japanese people are saying no thanks. The only thing they want to buy from a vending machine is a piping hot cup of squid ink.
2023-01-27 23:16:28+00:00,JoeToplyn,"A U.S. tourist was fined for driving his rental car over a centuries-old, medieval Italian bridge. The Italians were waving their hands, swearing a mile a minute, gesturing wildly…and then they saw the car on the bridge."
2023-01-26 22:38:09+00:00,JoeToplyn,"In an Oscar snub, Tom Cruise did not get an acting nomination for ""Top Gun: Maverick."" Insiders say he got a lot of votes but came up short."
2023-01-25 22:15:28+00:00,JoeToplyn,"Today a 4.2 magnitude earthquake struck near Malibu, California. The shaking was so hard that one lane of the Pacific Coast Highway was temporarily closed due to large chunks falling off Cher's plastic surgery."
2023-01-24 19:45:16+00:00,JoeToplyn,"It's the Chinese New Year—the Year of the Rabbit. To celebrate, President Biden visited a third-grade classroom and showed the kids how to make little origami rabbits out of classified documents."
2023-01-24 00:24:28+00:00,JoeToplyn,"Chase Bank announced that it's closing some ATM vestibules in New York City at 5 pm because of rising crime. The good news is, bank officials say that customers who need cash after hours can always do what other New Yorkers do and pick somebody's pocket."
2023-01-23 02:58:23+00:00,JoeToplyn,"Retired astronaut Buzz Aldrin just got married to his ""longtime love."" His astronaut friends say he's over the moon…in a nearly-circular, equatorial orbit with a period of 88 minutes."
2023-01-20 22:32:12+00:00,JoeToplyn,A RI police department granted the request of a young resident to have a cookie DNA tested to determine if Santa Claus bit it. The police agreed because they already had a comparison sample of Santa's DNA left over from their investigation into a series of reindeer molestations.
2023-01-19 20:00:41+00:00,JoeToplyn,"A woman in India broke a Guinness World Record by using one hand to set up a chess board in under 30 seconds. No word on why she wants to set up a chess board so fast, but chances are it's not because she's expecting a visit from the Kardashians."
2023-01-18 22:48:46+00:00,JoeToplyn,The party supplies chain Party City has filed for Chapter 11 bankruptcy protection. Finally they have a use for all those unsold Sexy Bankruptcy Lawyer costumes.
2023-01-17 22:33:41+00:00,JoeToplyn,"Researchers found a Scandinavian rune stone with writing that may be 2,000 years old. The rune stone was sent immediately to the University of Oslo by Joe Biden, who says he doesn't remember how it got in his garage."
2023-01-16 22:46:36+00:00,JoeToplyn,"FEMA fired a group that did an insultingly bad job of translating some documents into Alaska Native languages. When asked for comment, Alaska Natives proved that they have 50 words for ""a-hole."""
2023-01-15 22:25:41+00:00,JoeToplyn,"Prince Harry's memoir ""Spare"" is now the fastest-selling non-fiction book of all time. Even the Royal Family bought half a million copies. It's winter, so they're using them to feed all the fireplaces in Buckingham Palace."
2023-01-13 19:12:15+00:00,JoeToplyn,"NASA’s James Webb Space Telescope confirmed the existence of an exoplanet 41 light-years away from Earth. And this is interesting…on the exoplanet, the telescope detected the existence of another batch of classified documents left there by Joe Biden."
2023-01-12 21:45:10+00:00,JoeToplyn,"Today the White House confirmed that more classified documents were found in President Biden's home, in his garage. Even worse was the bumper sticker on his Corvette: ""How's my document security? Call 1-800-F**K YOU."""
2023-01-11 22:13:38+00:00,JoeToplyn,"Prince Harry's book ""Spare"" was released yesterday and it's already sold over a million copies. Not to be outdone, today President Biden released a new batch of one million classified documents."
2023-01-10 22:08:02+00:00,JoeToplyn,"Documents marked ""classified"" were found in Joe Biden's old office. Apparently Biden prepared the documents so long ago that the word ""classified"" is written on parchment with those tall Ss that look like Fs."
2023-01-09 22:01:02+00:00,JoeToplyn,"The CEO of Disney just ordered all hybrid employees to come back into the office four days a week. He would have said five days a week, but because it's Disney, employees have to spend a whole day outside in the hot sun waiting in line to get in the building."
2023-01-07 23:16:39+00:00,JoeToplyn,"Early this morning, lying New York Republican George Santos was sworn into Congress. You could tell he's trying to improve his image. When he raised his right hand, he wore mittens so you couldn't see his fingers were crossed."
2023-01-06 23:16:51+00:00,JoeToplyn,"Trader Joe's is being sued because its dark chocolate allegedly contains lead and cadmium. In their defense, company officials say the chocolate is the perfect Valentine's Day gift for fans of the periodic table."
2023-01-05 22:46:08+00:00,JoeToplyn,"A Canadian company just introduced its new self-driving baby stroller. Because the baby stroller is self-driving, it lets you keep your hands free so you can call the police to report a missing baby."
2023-01-04 22:17:21+00:00,JoeToplyn,"Today Rick Singer, the mastermind of that big college admissions scam, was sentenced to 3 and a half years in prison. But he asked the judge to give him another half a year because he said you need a sentence of 4.0 to get into one of the top prisons."
2023-01-03 22:24:22+00:00,JoeToplyn,"Today Sam Bankman-Fried, the former CEO of bankrupt crypto exchange FTX, pleaded not guilty to federal criminal charges. Actually, what happened was he entered 32 billion non-fungible not guilty pleas, which the court exchanged for one real not guilty plea."
2023-01-03 00:28:19+00:00,JoeToplyn,Condoms are now free in French pharmacies for everyone younger than 26 years old. French people older than 26 plan to continue practicing birth control for free by not using deodorant.
2023-01-01 21:43:23+00:00,JoeToplyn,"Last night at midnight was the big New Year's Eve ball drop in Times Square. Thousands and thousands of complete strangers stood around and waited for hours, which is why this year the event was sponsored by Southwest Airlines."
2022-12-31 00:36:53+00:00,JoeToplyn,"Thousands of pages of Donald Trump’s tax returns were finally released today. Paper copies of his tax returns would have been released yesterday, but the printer kept running out of red ink."
2022-12-29 21:53:06+00:00,JoeToplyn,"A lot of people are making New Year's resolutions to lose weight. And they're getting some nice encouragement from New York Representative-elect George Santos. He told them, ""If I can lose twenty-eight hundred pounds, anyone can."""
2022-12-29 02:28:41+00:00,JoeToplyn,"This week, New York Congressman-elect George Santos admitted that he embellished his education and employment history. In his defense, he said it was all part of his tireless campaign to increase the job security of New York's resume checkers."
2022-12-27 17:02:38+00:00,JoeToplyn,"This week the Chinese military sent 71 aircraft toward Taiwan in 24 hours. The good news is, 200 other Chinese aircraft didn't go anywhere because their flights were cancelled by Southwest Airlines."
2022-12-26 15:35:28+00:00,JoeToplyn,"It's Boxing Day 2022. To celebrate, the FBI boxed up six more stacks of classified documents at Mar-a-Lago."
2022-12-25 20:39:20+00:00,JoeToplyn,"It's Christmas, a very special holiday in our nation's capital. That's because Christmas pageants are the only time Washington has three wise men."
2022-12-24 22:38:42+00:00,JoeToplyn,"Congress just passed a $1.7 trillion spending bill.  Because it's Christmas Eve, they added a few items at the last minute. The environmentalists got 7 swans a-swimming, the farmers got 6 geese a-laying, and the taxpayers have to give the IRS 5 golden rings to help pay for it."
2022-12-23 04:57:55+00:00,JoeToplyn,"A ""bomb cyclone"" disrupted the holiday travel plans for millions of Americans. The good news is, apparently it didn't affect travel between FTX founder Sam Bankman-Fried's jail cell and his parents' house."
2022-12-21 22:39:15+00:00,JoeToplyn,"Sam Bankman-Fried, founder of the crypto exchange FTX, is flying to the U.S. to face criminal charges. But he made a good deal: by taking that flight, he'll earn 10,000 frequent fraudster miles."
2022-12-21 01:57:32+00:00,JoeToplyn,"Officials in Boulder, Colorado, closed the main library after methamphetamine residue was found in the restroom air ducts. In a library? That's shocking! Methamphetamine residue should be on the Nonfiction Crime shelf under ""M."""
2022-12-19 22:41:21+00:00,JoeToplyn,"A dog who went missing from his owner's house in California was found 1,600 miles away in Kansas. When asked for comment, the owner in California said his dog was always running away chasing squirrels, cars, and lower taxes."
2022-12-17 22:18:24+00:00,JoeToplyn,"On this day in history, December 17, 1903, Wilbur and Orville Wright became the first people to successfully fly an airplane. The very next day, Wilbur and his fiancée joined the Yard High Club."
2022-12-16 21:49:15+00:00,JoeToplyn,Yesterday a nuclear engineering student won the title of Miss America. Her training came in handy because one of the losing contestants couldn’t take it and had a meltdown.
2022-12-15 19:28:43+00:00,JoeToplyn,"Today on Netflix, the Harry and Meghan documentary is the #3 TV show in the U.S. and ""The Crown"" is down at #10 on the list. Insiders say that Harry is thrilled because that’s the closest he'll ever get to the Crown."
2022-12-15 01:30:54+00:00,JoeToplyn,"The Texas man who holds the Guinness World Record for the largest collection of video games said his collection has now grown to over 24,000 games. When asked if he still loves video games, the man gave a thumbs up, down, up, down, left, right, right, B, Start."
2022-12-13 22:55:15+00:00,JoeToplyn,U.S. scientists successfully created a nuclear fusion reaction by heating a target to over 5 million degrees Fahrenheit. But it almost didn't work when one of the scientists' dads barged in and turned the thermostat down to 68.
2022-12-12 22:38:48+00:00,JoeToplyn,"Weber, the grill company, is being taken private in a deal valued at about $3.7 billion. The deal was done perfectly. First they signed the contracts on one side, then they flipped them over and signed them on the other side."
2022-12-10 22:43:26+00:00,JoeToplyn,"Today in New York City is SantaCon 2022, where hundreds of people dressed as Santa Claus raise money for charity by going on a bar crawl. But don’t worry about all those drunken Santas messing up the street. Their beards soak up the vomit."
2022-12-09 22:12:42+00:00,JoeToplyn,"Arizona Senator Kyrsten Sinema is leaving the Democratic Party, and political observers are surprised. Usually when a Democrat leaves a party suddenly around the holidays it's because Andrew Cuomo got handsy at the punch bowl."
2022-12-09 02:24:25+00:00,JoeToplyn,"Archaeologists in Turkey found a 10,000-year-old wall carving of a man holding his genitals. Right next to it was a carving of a small boy holding a club and symbols translated as ""Turkey's Funniest Home Wall Carvings."""
2022-12-07 23:01:20+00:00,JoeToplyn,"Nantucket just approved a bylaw amendment that will let everybody go topless on beaches, ""to promote equality for all persons."" They also amended the limerick to read ""There once was a person from Nantucket"" and ""unspecified sex organ."""
2022-12-06 21:25:28+00:00,JoeToplyn,"According to a lawsuit, actor Bill Cosby is facing new accusations of sexual assault from five women. That’s bound to put a dent in the sales of his new holiday product, Bill Cosby brand mistletoe."
2022-12-05 23:14:11+00:00,JoeToplyn,New research just revealed a popular toy of prehistoric children: small stones carved with the images of owls. Also a popular toy for prehistoric children: a stone-age version of a little Hot Wheels car they called Not Wheels.
2022-12-04 15:51:45+00:00,JoeToplyn,"Yesterday police officials in New York City warned that pickpockets are taking advantage of big holiday season crowds. So, people in New York City, if you're in a crowd and you feel a little push, it may not just be somebody stabbing you."
2022-12-03 00:09:51+00:00,JoeToplyn,"Reports say that this Christmas season there's a shortage of Santa Clauses. Apparently many mall Santas are suffering from a long-term, debilitating condition known as ""chapped lap."""
2022-12-01 22:42:40+00:00,JoeToplyn,"The first-look trailer for ""Indiana Jones and the Dial of Destiny"" starring Harrison Ford just dropped. I don't want to say that Indiana Jones is getting old, but the Dial of Destiny turns up his hearing aid."
2022-12-01 03:29:45+00:00,JoeToplyn,An image of the Rolling Stones is on a new collectible coin issued by Britain’s Royal Mint. The Stones say they are particularly delighted to be on a coin because they happened to be playing a concert in Mesopotamia when money was invented.
2022-11-30 01:19:45+00:00,JoeToplyn,"The Mauna Loa volcano in Hawaii is still erupting, spewing toxic smoke, destructive lava, and poisonous gas. And here's an update: Donald Trump just invited Mauna Loa to dinner."
2022-11-29 00:58:10+00:00,JoeToplyn,"Today first lady Jill Biden revealed this year's White House Christmas decorations, which include 77 Christmas trees. She said they need 77 trees to be sure that by Christmas there would be at least one that Commander, their German shepherd, hadn't urinated on."
2022-11-27 23:18:18+00:00,JoeToplyn,North Korean leader Kim Jong Un appeared with his 10-year-old daughter at what was said to be the launch of an ICBM. Analysts say the missile launch was Kim's warning to any boy who ever asked his daughter on a date.
2022-11-25 21:45:59+00:00,JoeToplyn,"It's Black Friday 2022, and holiday shopping deals are everywhere. Republicans say that President Biden's brain is 50% off, and the Justice Department is offering Donald Trump a free 30-day trial."
2022-11-25 00:33:16+00:00,JoeToplyn,Today in New York City was the big Macy's Thanksgiving Day Parade. But Covid put a little damper on the festivities. The Dr. Fauci balloon vaccinated all the other balloons and they deflated.
2022-11-24 02:07:06+00:00,JoeToplyn,"Security agents at JFK Airport saw, in a baggage X-ray, a live cat that had stowed away inside a passenger's suitcase. When he was located, the owner of the suitcase said, ""My flight's full and I'm in a middle seat. Can I trade places with the cat?"""
2022-11-23 00:36:32+00:00,JoeToplyn,Yesterday President Biden took part in the annual Thanksgiving Day tradition and pardoned two turkeys named Chocolate and Chip. You know what that means…Donald Trump completely wasted the 300 bucks he spent on that turkey disguise.
2022-11-21 21:56:37+00:00,JoeToplyn,"Customers of crypto exchange FTX are worried that they'll never see their money again. FTX founder Sam Bankman-Fried says not to worry, all their cryptocurrency is securely stored on a blockchain in Hunter Biden's laptop."
2022-11-19 17:11:57+00:00,JoeToplyn,"Yesterday the Radio City Rockettes performed in their first Christmas Spectacular show of the season. Being in New York City, the Rockettes always kick extra high. That's because they're trying to get rid of the rats running across the stage."
2022-11-19 00:51:31+00:00,JoeToplyn,"Today a special counsel was appointed to oversee the criminal investigations into those classified documents at Mar-a-Lago. Apparently he's an expert in dealing with valuable documents. Like, also today, he was able to subpoena a pair of Taylor Swift tickets from Ticketmaster."
2022-11-17 22:40:06+00:00,JoeToplyn,"Last week, cryptocurrency exchange FTX filed for bankruptcy and its CEO resigned. On the plus side, at the annual cryptocurrency industry award show he's expected to win a lot of Ponzis."
2022-11-16 22:00:21+00:00,JoeToplyn,"Yesterday Donald Trump formally announced that he's running for president in 2024. His timing was perfect. Now on Thanksgiving, the Democrats will have something else to be thankful for."
2022-11-15 23:18:09+00:00,JoeToplyn,A company in London broke a world record when 325 people cleaned pairs of sneakers at the same time. The previous record for sneaker cleaning was held by Adidas for erasing Kanye West's name off all its Yeezys.
2022-11-14 22:22:08+00:00,JoeToplyn,"Jeff Bezos, the founder of Amazon, said that he'll give away most of his wealth during his lifetime. To prove it, he said he'll leave his wealth on a charity's front porch and take a picture of it."
2022-11-13 22:35:10+00:00,JoeToplyn,"Workers are busy decorating the Rockefeller Center Christmas tree in Manhattan. So before long, crowds of tourists will gaze up at that magnificent Norway spruce glowing with thousands of lights and then exclaim, ""Hey, that guy stole my wallet!"""
2022-11-11 22:36:55+00:00,JoeToplyn,"Officials in Nevada say it could take days to announce their election results. The problem is that in Las Vegas, a whole box of ballots disappeared when an election worker set it down next to David Copperfield."
2022-11-10 22:36:36+00:00,JoeToplyn,"KFC in Germany apologized after promoting crispy chicken as a way to commemorate Kristallnacht. KFC also expressed regret for describing their chicken as ""Heil-Salutin' Good."""
2022-11-10 01:09:57+00:00,JoeToplyn,"Today in Afghanistan, the Taliban banned women from entering all amusement parks. You know what the Taliban also said would not be allowed in amusement parks? Amusement."
2022-11-08 21:00:14+00:00,JoeToplyn,"A single ticket sold in California won a record $2 billion Powerball jackpot. According to California lottery officials, the winner can take the prize either as a lump-sum payment of $1 billion, or as three tanks of gas."
2022-11-07 22:07:54+00:00,JoeToplyn,Tomorrow is Election Day 2022. And here's a public service reminder: In most states you have two ways—by mail and in person—two ways to claim an election was stolen.
2022-11-05 21:15:38+00:00,JoeToplyn,"Daylight Saving Time ends tonight, so don't forget to set your clocks back one hour. Also this year, because of inflation, don't forget to set your wallet back one hundred dollars."
2022-11-04 21:53:13+00:00,JoeToplyn,"A car company is urging owners of some Dodge vehicles to get their airbags fixed because they could explode and send shrapnel into the vehicle. To make sure car owners get the message, the company is also changing the name from ""Dodge"" to ""Duck!"""
2022-11-03 22:21:06+00:00,JoeToplyn,A new book says that King Charles III had a valet who was in charge of squeezing toothpaste onto Charles’s monogrammed toothbrush. That's weird. A British guy who uses a toothbrush?
2022-11-02 23:29:44+00:00,JoeToplyn,"Joining the Macy’s Thanksgiving Day Parade this year will be a new ""Diary of a Wimpy Kid"" balloon. And because it's New York City, also new this year will be the balloon ""Bodyguard of a Wimpy Kid."""
2022-11-02 00:24:37+00:00,JoeToplyn,"Elon Musk said he may allow people to be verified on Twitter for $8 a month. He also has other ideas how to increase revenue. For example, when Pat Sajak posts on Twitter, he'll have to pay $250 to buy a vowel."
2022-10-31 22:24:24+00:00,JoeToplyn,"It's Halloween, and people are celebrating in different ways. Like, Florida Governor Ron DeSantis says that if any trick-or-treaters come to his house, he'll fly them to Martha's Vineyard."
2022-10-29 20:24:06+00:00,JoeToplyn,"A 2,600-pound pumpkin in Minnesota is being carved into the world's largest jack-o'-lantern. The enormous, scary, orange thing is also expected to set a record for inspiring the most Trump jokes."
2022-10-29 01:42:14+00:00,JoeToplyn,"Elon Musk, the CEO of Tesla, now also owns Twitter. Just think of the synergy. With Tesla's Autopilot, now it'll be even easier for people to send out tweets without paying attention to what they're doing."
2022-10-28 00:41:05+00:00,JoeToplyn,"Today a federal appeals court rejected Donald Trump's latest attempt to prevent Congress from getting his tax returns. The good news for Trump is, the court also ruled that his tax returns are eligible to win the Pulitzer Prize for Fiction."
2022-10-26 21:46:03+00:00,JoeToplyn,"Clorox is recalling some of its Pine Sol disinfectant cleaning products because they may contain infection-causing bacteria. Listen, if your disinfectant can cause an infection, you don’t need a recall, you need a dictionary."
2022-10-25 22:05:22+00:00,JoeToplyn,"Today Adidas ended production of all Yeezy-branded products because of Kanye West's anti-Semitic comments. They also canceled their big shopping promotion, ""Have a Yeezy Hanukkah."""
2022-10-24 21:51:01+00:00,JoeToplyn,"Yesterday two climate activists in a museum threw mashed potatoes on a painting by Monet, the French Impressionist. That makes no sense. Shouldn't they have thrown French fries?"
2022-10-22 21:40:57+00:00,JoeToplyn,"Caesars Entertainment is proposing to build a casino in New York City's Times Square. They say you can play high-limit slot machines…high-limit blackjack…and for the ultimate in high-stakes gambling, you can take a ride on the subway."
2022-10-21 21:30:42+00:00,JoeToplyn,"According to a report, Elon Musk said that if he buys Twitter he'll fire 75% of its employees. The good news is, Donald Trump said he'd hire those employees to help him write 75% more tweets."
2022-10-20 20:35:12+00:00,JoeToplyn,"In an interview, Duchess of Sussex Meghan Markle revealed that Prince Harry’s favorite fast food in America is In-N-Out. Then she added, ""You know, in and out, like Prime Minister Liz Truss."""
2022-10-19 23:13:36+00:00,JoeToplyn,Yesterday Chicago had its earliest first snowfall in eight years. But Chicago residents carried on as usual. Sixteen snowmen were mugged.
2022-10-18 21:14:47+00:00,JoeToplyn,"Philanthropist MacKenzie Scott just gave $85 million to Girl Scouts of the USA. When asked for comment she explained, ""I really wanted that last box of Peanut Butter Do-si-dos."""
2022-10-17 23:31:55+00:00,JoeToplyn,"The sequel film ""Terrifier 2"" is causing some moviegoers to vomit and faint in theaters. Apparently people are horrified by graphic and disturbing scenes of Donald Trump returning to Twitter."
2022-10-16 22:03:05+00:00,JoeToplyn,"Doctors in Italy successfully performed brain surgery while the patient remained awake and played the saxophone. The doctors removed a tumor that was causing a debilitating condition known as ""malignant Kenny G."""
2022-10-14 20:09:12+00:00,JoeToplyn,"The second largest supermarket chain in the U.S., Kroger, is buying the fourth largest, Albertsons, for $25 billion. It usually costs more to buy a supermarket chain but Kroger had 86 million coupons."
2022-10-14 00:00:36+00:00,JoeToplyn,"Today Netflix announced that its new, more affordable subscription plan where they show you advertising will cost $6.99 a month. But they said the price drops to only 99 cents if they also show you Adam Sandler movies."
2022-10-13 01:51:32+00:00,JoeToplyn,"Two fishermen are accused of stuffing fish with lead weights to win thousands of dollars in an Ohio fishing tournament. Officials became suspicious because they thought Kramer tried that on an episode of ""Seinfeld."""
2022-10-12 00:12:04+00:00,JoeToplyn,"A new report says that, out of 10 fast-food restaurant chains, the fastest drive-thru time is at Taco Bell. Which makes sense because the food at Taco Bell is also the fastest at driving thru your colon."
2022-10-10 23:53:36+00:00,JoeToplyn,"Kanye West was locked out of his Twitter and Instagram accounts for posting anti-Semitic messages. In his defense, he said he was trying out lyrics for the new album he's recording with Mel Gibson."
2022-10-08 21:16:45+00:00,JoeToplyn,"Yesterday the White House clarified that President Biden's warning about a nuclear 'Armageddon' was not based on new intelligence. President Biden agreed, explaining that nothing he says is based on having any intelligence."
2022-10-07 21:52:36+00:00,JoeToplyn,A man at a U.S-Canadian border crossing was charged with smuggling three Burmese pythons in his pants. He got really upset. He was hoping he'd be charged with having four pythons in his pants.
2022-10-06 15:43:01+00:00,JoeToplyn,"The U.S. government is taking legal steps to limit the amount of space junk--the cloud of dangerous debris orbiting the Earth. There's a lot of it, but experts agree that the worst piece of space junk is ""Star Wars: Episode Nine — The Rise of Skywalker."""
2022-10-05 21:17:13+00:00,JoeToplyn,A British gardener earned a Guinness World Record for growing a 56-inch-long leek. Officials say it's the longest leek since that time Brett Kavanaugh hit a porta-potty at Oktoberfest.
2022-10-04 21:03:49+00:00,JoeToplyn,"To streamline the monarchy, Queen Margrethe II of Denmark announced that four of her grandchildren will no longer be known as princes or princesses, but instead as counts and countesses. And Danish counts and countesses will be known as Danish pastries."
2022-10-03 19:34:54+00:00,JoeToplyn,Reality star Kim Kardashian is paying a $1.2 million fine after being accused of a cryptocurrency scheme in a class-action lawsuit. Which is unusual because it's the first time a Kardashian has ever been accused of anything to do with class.
2022-10-01 22:28:55+00:00,JoeToplyn,"Vladimir Putin announced that Russia annexed four regions in Ukraine, claiming that residents there voted to join Russia. But apparently there's some controversy about the vote in Donetsk: Donald Trump says he won."
2022-09-30 21:54:54+00:00,JoeToplyn,"Now streaming on Disney+, the movie ""Hocus Pocus 2."" It's about how the New York Attorney General describes Donald Trump's financial statements."
2022-09-29 21:47:44+00:00,JoeToplyn,Today three Russian cosmonauts returned safely from a mission to the International Space Station. Then they heard that Putin might draft them and they caught the next rocket back up.
2022-09-28 21:54:34+00:00,JoeToplyn,"A new study says that dogs can smell when somebody is under a lot of stress. The study was conducted with Donald Trump's terrier, Vladimir Putin's Pekingese, and Alec Baldwin's Boxerdoodle."
2022-09-27 21:41:23+00:00,JoeToplyn,"The world's number one chess player, Magnus Carlsen, has accused another player of cheating. Chess experts say the situation isn't black-and-white. It's black-and-white-and-black-and-white-and-black-and-white."
2022-09-26 22:00:29+00:00,JoeToplyn,"Tonight a NASA spacecraft will crash into an asteroid. But some observers are concerned. They say that if the spacecraft took off from Florida, it might crash into Martha's Vineyard."
2022-09-25 21:30:57+00:00,JoeToplyn,"According to a teacher, a school in Kentucky is ""infested"" after a snake and a mouse fell from classroom ceilings. The good news is, now the school is teaching 4 Rs: reading, 'riting, reptiles, and rodents."
2022-09-23 21:49:22+00:00,JoeToplyn,"Tonight Elton John will be performing at the White House. To support President Biden's climate policies he'll be singing ""Bennie and the Teslas,"" ""Don't Let the Sun Go Down on My Solar Panel,"" and ""Energy-Efficient LED Bulb In The Wind."""
